tweetText,stance_israel,authorUsername
"Our objectives are clear: The U.S. must stand by Israel to get the all hostages home, including Americans, eliminate the terrorists, & provide much-needed humanitarian aid to innocent Palestinian civilians being used by Hamas as human shields.",1,@RepJoshG
"For too long, our hostages have suffered at the hands of Iran-backed Hamas.

I called on our partners to step up and do more. I’m glad to see Qatar has received the message.

While this is a step in the right direction, I will continue to fight to get Americans home immediately.",1,@SenJoniErnst
"I am dismayed to see this fragile ceasefire fall apart following rocket attacks by Hamas and a warning from the leader of Hamas in Gaza that the October 7th attack that claimed the lives of 1,200 Israelis was ‘just a rehearsal.’",1,@GerryConnolly
"I joined 
@RepDean
 and 
@USRepKeating
 in sending a letter to President Biden to urge the administration to use all its diplomatic leverage to pursue concrete steps towards the creation of a Palestinian state and an end to the ongoing horrific violence. 

https://raskin.house.gov/_cache/files/c/0/c0b8edf9-350c-4ca8-9793-a28a6b670fac/E46FF66B1AA9999C63DC2DBB92964698.2024.03.01---reinforcement-of-two-states-as-us-policy-letter.pdf…",-1,@RepRaskin
"Watch my interview with 
@MarioAndersonTV
 on 
@HouseGOP
’s support of Israel and the funding we are providing for their defense.",1,@RepGuthrie
"This week, House Republicans are acting to keep our nation safe from Joe Biden’s dangerous agenda by voting on the:

 Protecting our Communities from Failure to Secure the Border Act
 No Funds for Iranian Terrorism Act

I will always protect our East Tennessee communities!",0,@RepHarshbarger
"#Hamas committed unspeakable horrors on 10/7, they continue to shoot rockets at Israel, and they still hold Israeli hostages.

I'm joining several colleagues today to urge a temporary #ceasefire for the release of hostages and delivery of humanitarian aid. More w/ 
@thereidout
 ",1,@RepCohen
Tamir Nimrodi is a soldier who was serving in COGAT’s Coordination and Liaison Administration to the Gaza Strip when he was taken hostage from his base near the Erez Crossing on October 7. Social media video confirmed he is being held captive in Gaza. #BringThemHome,1,@SenatorRicketts
"Along with 43 colleagues, including 
@EdWorkforceCmte
 Chair 
@virginiafoxx
, we sent a letter demanding the Department of Education take immediate action with these schools to ensure Jewish students are safe on campus with these anti-Semitic rallies.

This is sickening.",1,@RepWalberg
"On the watch of the chaotic and fractious House majority, achievements for the American people have been few and far between. Despite the holidays, the wars in Ukraine and Israel need our continued support, and the southern border also needs attention and resources.",1,@RepHoulahan
"The Israeli-Palestinian conflict is both tragic and complex. We denounce Hamas and its terror tactics, including hostage-taking and the massacre of civilians. We must find solutions while always condemning the killing of innocent people.",1,@SenatorHick
"A discussion on the urgency of electing a strong, America First, pro-Israel Speaker of the House with 
@RepMarkAlford
.",1,@tperkins
"Earlier this year, I led a letter w/ several U.S. senators to 
@SecBlinken
 saying: The evidence is clear. You need to re-list the Houthis as a terrorist group. 

He declined. 
 
Now, hardly a day goes by without another headline about the Houthis striking commercial vessels in the…",0,@SenDanSullivan
"Here is my statement on the Israel Security Supplemental Appropriations Act, a bill providing $17.6 billion in military assistance for Israel as well as important funding for U.S. Forces in the region, that I have crafted along with Chairwoman 
@RepKayGranger
 as well as State and…",1,@KenCalvert
"A week ago today, absolute horror engulfed Southern Israel.

One of the towns was Kfar Aza, and it was just a month ago that we sat with families there. Many were murdered. 

Now war. I hate war. May it end soon, and terror with it. Love you all.",0,@RepGregLandsman
"Tune in now – I am joining 
@ChrisJansing
 on 
@MSNBC
 to discuss what Congress must be doing right now to send immediate and unconditional aid our allies Israel and Ukraine.",1,@RepStenyHoyer
"Hamas, Houthis, and Hezbollah are feeding off Biden’s weakness.

We cannot allow them to continue to wreak havoc on American troops and our allies. This is a powder keg. 

My fear is this is going to blow up.",1,@RepMarkAlford
"The Wall Street business model in action: Norfolk Southern’s CEO got a 37% raise last year AFTER the East Palestine derailment.

They should be spending more of their massive profits on preventing derailments, not executive bonuses.
https://cnn.com/2024/02/26/business/norfolk-southern-ceo-pay-raise/index.html…",0,@SenSherrodBrown
Houstonians on the Hill! It's always great to meet with #TX07 neighbors in my Washington office! I was glad to meet recently with representatives of the Jewish Federation of Greater Houston to discuss several legislative initiatives important to our community.,0,@RepFletcher
"For those who want this awful war to end, please take a few seconds to read and share.

There have been attempts for both a temporary and permanent ceasefire.

They could be close. There is one thing everyone can do to help end this war.

Details below.",0,@RepGregLandsman
“Quiet understanding” doesn’t cut it. Joe Biden paid off a terrorist regime - and now that regime is helping kill & kidnap Americans and Israelis,1,@HawleyMO
"One clear lesson from the Munich Security Conference was how badly confidence in Netanyahu had collapsed, and how broadly he was seen as an impediment to peace in the region.",-1,@SenWhitehouse
"I have seen this thoughtless video and it has always been and always will be my office’s opinion that antisemitism has no place in America, especially within in the VA.

Our Jewish vets, who it is the VA’s responsibility to support and advocate for, would disagree with Shakeba…",1,@RepLuttrell
U.S. visa holders who support terrorist organizations like Hamas shouldn’t be able to retain their visas.,1,@SenMarcoRubio
"I joined 
@BloombergRadio
 to discuss the #ColoradoSupremeCourt decision for #Trump, the economy, the #GazaWar and the agenda for Congress in the new year.

Watch the full interview ",0,@BradSherman
"It is crucial for Israel to safeguard the humanitarian rights and protections of innocent civilians as this conflict ensues, even as Hamas has refused to do so. 

Read my statement here:",0,@RepMarkTakano
"I stand with Israel in their fight to defend its people from Hamas and Iran’s other terror proxies. 

Thank you, 
@AIPAC
, for meeting with me today.",1,@rep_stevewomack
Wishing a safe and blessed #Passover to all of our Jewish friends and neighbors.,0,@RepRickAllen
"Chairman 
@RepMikeTurner
 to 
@JakeTapper
 on 
@TheLeadCNN
:

“The fact that Hamas would undertake a terrorist action when they’re being trained to be a terrorist organization and funded by Iran is not really a surprise to anyone.”",1,@HouseIntel
"The humanitarian crisis in Gaza cannot be understated—and the U.S. has an obligation to provide desperately needed humanitarian aid to innocent Palestinians.

I’ve joined 
@RepAndreCarson
, 
@RepJayapal
, & 
@RepRaskin
 in calls to fund UNRWA and provide immediate relief.",-1,@repcleaver
"It was a busy week in Washington.

We started the week by laying a wreath at the Tomb of the Unknown Soldier to commemorate the sacrifice of Brandon Caserta.

We elected the 56th Speaker of the House, introduced legislation to support Israel + more. Watch the full wrap up here:",1,@RepMMM
ABC News: Feds arrest Syrian refugee accused of plotting terrorist attack on Pittsburgh church,0,@RepRyanZinke
"Hamas has invaded Israel, murdering Israelis in their homes.

Over 2,000 rockets have been fired into Israel. Reports of Israelis being taken hostage. Terrifying & infuriating. 

America stands with Israel & the Israeli people. May this horrific assault on Israel end quickly.",1,@RepGregLandsman
"This full page ad in the 
@ajc
 was paid for by Georgia Black Faith Leaders. I support their call for a ceasefire in Gaza. “Just as the violence against Israeli civilians on October 7th was unacceptable to us, so is the ongoing violence against Palestinian civilians in Gaza.”",-1,@RepHankJohnson
