Name,Party,State,Birth_Year,Children_Count,Race,Gender,V1,V2,V3,V4,AIPAC,CongressDistrict,PVI,JewishPop,AIPAC_norm,Age_2024,CD_CODE,V1_pro-Israel,V1_pro-Palestine,V2_pro-Israel,V2_pro-Palestine,V3_pro-Israel,V3_pro-Palestine,V4_pro-Israel,V4_pro-Palestine,CD_ID,Own_Israel_V1,Own_Palestine_V1,Neighbor_Israel_V1,Neighbor_Palestine_V1,Region_Israel_V1,Region_Palestine_V1,Own_Israel_V2,Own_Palestine_V2,Neighbor_Israel_V2,Neighbor_Palestine_V2,Region_Israel_V2,Region_Palestine_V2,Own_Israel_V3,Own_Palestine_V3,Neighbor_Israel_V3,Neighbor_Palestine_V3,Region_Israel_V3,Region_Palestine_V3,Own_Israel_V4,Own_Palestine_V4,Neighbor_Israel_V4,Neighbor_Palestine_V4,Region_Israel_V4,Region_Palestine_V4,CD_Total_Students,CD_Men,CD_Women,CD_White,CD_Black,CD_Hispanic,CD_Asian,CD_NativeAm,CD_Pacific,CD_Multi,CD_Intl,Neighbor_Students,Stance_UpTo_V1,Stance_UpTo_V2,Stance_UpTo_V3,Average_Stance_Israel
Jerry Nadler,Dem,New York,1947,1,Jewish,Male,0,0,1,NA,302098,NY-12,-0.3423,0.233,0.4587242197235988,77,NY-12,0,0,0,0,0,0,0,0,NY-12,0,0,50,78,50,78,0,0,132,422,132,422,0,0,240,738,240,738,0,0,330,1087,330,1087,107338,36093,71245,28364,14309,28325,19691,212,138,3037,9381,288490,1,0.6666666666666666,0.6666666666666666,0.6666666666666666
Adriano Espaillat,Dem,New York,1954,2,Hispanic,Male,0,1,1,0,202860,NY-13,-0.3829,0.06,0.08588118647114723,70,NY-13,0,0,0,0,0,0,0,0,NY-13,0,0,6,8,6,8,0,0,16,25,16,25,0,0,50,43,50,43,0,0,54,55,54,55,98933,38983,59950,19274,14066,25324,11493,158,153,2562,21150,188521,NA,NA,NA,NA
Alexandria Ocasio-Cortez,Dem,New York,1989,0,Hispanic,Female,0,0,0,0,387,NY-14,-0.2794,0.022,-0.6748218453485553,35,NY-14,0,0,0,0,0,0,0,0,NY-14,0,0,8,4,8,4,0,0,17,10,17,10,0,0,42,21,42,21,0,0,53,30,53,30,5844,4166,1678,1695,1061,1520,649,21,28,194,108,372122,-0.375,-0.5454545454545454,-0.5833333333333334,-0.5833333333333334
Ritchie Torres,Dem,New York,1988,0,Hispanic,Male,0,1,1,0,1442850,NY-15,-0.3485,0.03,4.744596928452117,36,NY-15,0,0,1,0,1,0,1,0,NY-15,0,0,11,6,11,6,1,0,20,17,21,17,1,0,57,37,58,37,1,0,61,49,62,49,28714,10819,17895,10284,3800,8301,2413,36,18,1039,2219,168858,NA,NA,NA,NA
Jamaal Bowman,Dem,New York,1976,3,Black,Male,0,0,0,NA,31502,NY-16,-0.2014,0.095,-0.5579209507351004,48,NY-16,5,3,6,7,14,18,16,25,NY-16,5,3,19,5,24,8,6,7,40,32,46,39,14,18,107,54,121,72,16,25,120,74,136,99,31403,11822,19581,10354,5320,11891,1250,56,45,934,783,139126,-0.2,0,-0.06666666666666667,-0.06666666666666667
Mike Lawler,Rep,New York,1986,2,White,Male,1,1,1,1,639253,NY-17,-0.0288,0.19,1.725435488352857,38,NY-17,2,0,5,18,12,31,13,44,NY-17,2,0,24,11,26,11,5,18,38,49,43,67,12,31,95,92,107,123,13,44,102,140,115,184,14370,8022,6348,7177,1579,3324,779,20,16,331,541,170140,1,0.9,0.9111111111111111,0.9111111111111111
Pat Ryan,Dem,New York,1982,2,White,Male,0,0,1,0,279274,NY-18,-0.0131,0.098,0.372973102299286,42,NY-18,4,3,7,29,13,49,15,84,NY-18,4,3,21,19,25,22,7,29,35,84,42,113,13,49,79,140,92,189,15,84,86,218,101,302,45775,22004,23771,25893,3784,8257,2209,113,80,1498,1370,226240,NA,NA,NA,NA
Marc Molinaro,Rep,New York,1975,4,White,Male,1,1,1,1,211455,NY-19,0.0043,0.036,0.1181731096336941,49,NY-19,7,8,8,19,15,28,18,54,NY-19,7,8,16,169,23,177,8,19,24,276,32,295,15,28,43,407,58,435,18,54,54,565,72,619,76852,35092,41760,36140,4793,9273,9453,136,93,3094,9392,380888,NA,0.875,0.8888888888888888,0.8888888888888888
Paul Tonko,Dem,New York,1949,0,White,Male,0,0,1,0,63596,NY-20,-0.0694,0.032,-0.4373418952401874,75,NY-20,3,6,6,30,17,91,21,141,NY-20,3,6,8,8,11,14,6,30,9,20,15,50,17,91,16,29,33,120,21,141,19,55,40,196,76704,33899,42805,39045,11183,10030,6027,255,167,3061,3627,108730,0,-0.5,-0.5,-0.5
Elise Stefanik,Rep,New York,1984,1,White,Female,1,1,1,1,983055,NY-21,0.0882,0.007,3.017119928972976,40,NY-21,1,0,1,1,1,1,1,1,NY-21,1,0,21,177,22,177,1,1,31,273,32,274,1,1,49,393,50,394,1,1,61,579,62,580,31878,14766,17112,20822,2106,2784,776,293,35,790,1579,331278,0.8181818181818182,0.8571428571428571,0.84375,0.84375
Brandon Williams,Rep,New York,1967,0,White,Male,1,1,NA,1,158536,NY-22,-0.0115,0.016,-0.08064670209857067,57,NY-22,2,153,2,178,2,192,6,220,NY-22,2,153,8,8,10,161,2,178,9,22,11,200,2,192,16,34,18,226,6,220,19,61,25,281,67467,29447,38020,40452,5839,6262,3462,351,64,2540,4514,144746,0.7857142857142857,0.8125,0.8235294117647058,0.8235294117647058
Nick Langworthy,Rep,New York,1981,2,White,Male,1,1,1,1,91293,NY-23,0.1175,0.006,-0.3332826287092904,43,NY-23,1,0,1,1,2,11,2,21,NY-23,1,0,11,14,12,14,1,1,13,41,14,42,2,11,20,79,22,90,2,21,24,130,26,151,33201,11455,21746,17461,3457,2620,391,168,35,954,532,298685,NA,1,1,1
Claudia Tenney,Rep,New York,1961,0,White,Female,1,1,1,1,182655,NY-24,0.1145,0.005,0.009969806890081666,63,NY-24,0,0,0,2,0,5,0,6,NY-24,0,0,15,165,15,165,0,2,18,228,18,230,0,5,29,291,29,296,0,6,39,405,39,411,36016,14286,21730,24290,2861,3136,837,186,35,1190,1841,322273,0.75,0.7906976744186046,0.7755102040816326,0.7755102040816326
Joseph Morelle,Dem,New York,1957,3,White,Male,0,0,1,0,165520,NY-25,-0.0739,0.026,-0.05440740118324466,67,NY-25,2,3,3,19,6,27,8,55,NY-25,2,3,0,0,2,3,3,19,0,2,3,21,6,27,0,5,6,32,8,55,0,6,8,61,54652,26122,28530,29456,5254,5033,4280,112,30,2159,5903,36016,1,0.8,0.6666666666666666,0.6666666666666666
Brian Higgins,Dem,New York,1959,2,White,Male,0,NA,NA,NA,24100,NY-26,-0.0902,0.014,-0.585730702363858,65,NY-26,2,1,3,10,3,32,4,54,NY-26,2,1,1,0,3,1,3,10,1,3,4,13,3,32,2,16,5,48,4,54,2,27,6,81,58223,26355,31868,26645,8275,4699,6229,272,30,2050,6952,69217,NA,NA,NA,NA
Tim Kennedy,Dem,New York,1976,3,White,Male,NA,NA,NA,0,44250,NY-26,-0.0902,0.014,-0.5100259610345598,48,NY-26,2,1,3,10,3,32,4,54,NY-26,2,1,1,0,3,1,3,10,1,3,4,13,3,32,2,16,5,48,4,54,2,27,6,81,58223,26355,31868,26645,8275,4699,6229,272,30,2050,6952,69217,NA,NA,NA,NA
Don Davis,Dem,North Carolina,1971,3,Black,Male,1,1,1,1,846438,NC-01,-0.0205,0.001,2.503841782760334,53,NC-01,1,0,1,0,1,0,1,0,NC-01,1,0,9,31,10,31,1,0,14,167,15,167,1,0,26,291,27,291,1,0,34,433,35,433,28523,10488,18035,11881,10066,3334,300,207,36,860,594,451124,NA,1,1,1
Deborah Ross,Dem,North Carolina,1963,0,White,Female,0,0,1,0,223737,NC-02,-0.1189,0.014,0.1643173097828971,61,NC-02,3,7,4,29,4,52,5,79,NC-02,3,7,2,10,5,17,4,29,4,38,8,67,4,52,6,65,10,117,5,79,10,103,15,182,44206,21927,22279,25105,4686,3956,3503,145,28,1993,3867,180350,NA,NA,NA,NA
Greg Murphy,Rep,North Carolina,1963,0,White,Male,1,1,1,NA,61408,NC-03,0.1499,0.004,-0.4455623406014035,61,NC-03,0,0,0,0,0,0,0,0,NC-03,0,0,2,1,2,1,0,0,3,9,3,9,0,0,3,11,3,11,0,0,3,13,3,13,48414,18644,29770,27310,9751,5856,1180,280,95,1687,451,151630,NA,NA,NA,NA
Valerie Foushee,Dem,North Carolina,1956,2,Black,Female,0,0,1,0,437885,NC-04,-0.1576,0.026,0.968884006864116,68,NC-04,1,10,3,38,5,65,9,103,NC-04,1,10,6,22,7,32,3,38,9,118,12,156,5,65,16,207,21,272,9,103,18,295,27,398,64036,25013,39023,25668,12199,6114,7298,184,31,3081,7528,293037,NA,NA,NA,NA
Virginia Foxx,Rep,North Carolina,1943,1,White,Female,1,1,1,1,186869,NC-05,0.13,0.006,0.02580205403458106,81,NC-05,2,1,2,4,2,4,2,8,NC-05,2,1,0,8,2,9,2,4,1,21,3,25,2,4,1,45,3,49,2,8,6,68,8,76,67497,26240,41257,33528,17936,7209,1658,253,28,2907,1266,227724,1,1,1,1
Kathy Manning,Dem,North Carolina,1956,3,Jewish,Female,0,1,1,0,542666,NC-06,-0.0408,0.004,1.36255241883559,68,NC-06,0,5,0,7,0,12,0,14,NC-06,0,5,5,23,5,28,0,7,9,128,9,135,0,12,18,229,18,241,0,14,24,339,24,353,24218,8895,15323,12698,6310,2552,609,136,16,729,335,422616,1,1,1,1
David Rouzer,Rep,North Carolina,1972,0,White,Male,1,1,1,1,26918,NC-07,0.0849,0.01,-0.5751433097551254,52,NC-07,0,1,1,5,1,5,1,6,NC-07,0,1,0,0,0,1,1,5,0,1,1,6,1,5,0,1,1,6,1,6,0,1,1,7,47492,18627,28865,28122,8683,4990,803,592,110,1666,593,166888,NA,NA,NA,NA
Dan Bishop,Rep,North Carolina,1964,1,White,Male,1,1,1,1,21075,NC-08,0.1963,0.014,-0.5970958062110604,60,NC-08,0,0,0,0,0,0,0,0,NC-08,0,0,3,8,3,8,0,0,4,19,4,19,0,0,4,40,4,40,0,0,5,71,5,71,25094,8910,16184,10768,5684,2857,589,2186,31,1096,644,299238,NA,0,0.5,0.5
Richard Hudson,Rep,North Carolina,1971,1,White,Male,1,1,1,1,195466,NC-09,0.0608,0.005,0.05810149131537397,53,NC-09,0,0,0,0,0,0,0,0,NC-09,0,0,4,23,4,23,0,0,8,80,8,80,0,0,10,135,10,135,0,0,15,203,15,203,42422,16416,26006,19642,10883,6174,1338,553,104,1474,525,281098,0.6,0.6,0.6,0.6
Patrick McHenry,Rep,North Carolina,1975,3,White,Male,1,1,1,NA,221809,NC-10,0.2216,0.008,0.1570736997936719,49,NC-10,0,0,1,0,1,0,1,0,NC-10,0,0,3,4,3,4,1,0,3,21,4,21,1,0,3,43,4,43,1,0,8,84,9,84,38425,15475,22950,18618,8651,5114,1418,160,43,1551,1231,224333,0.5,0.5714285714285714,0.5714285714285714,0.5714285714285714
Chuck Edwards,Rep,North Carolina,1960,2,White,Male,1,1,1,1,51185,NC-11,0.0783,0.014,-0.4839707560162628,64,NC-11,0,1,0,10,0,16,4,28,NC-11,0,1,5,2,5,3,0,10,7,15,7,25,0,16,7,21,7,37,4,28,12,40,16,68,35749,14393,21356,25661,2180,3750,526,358,46,1064,597,401013,NA,NA,NA,NA
Alma Adams,Dem,North Carolina,1946,2,Black,Female,0,0,1,0,24264,NC-12,-0.127,0.019,-0.5851145446676791,78,NC-12,0,0,0,1,0,1,0,1,NC-12,0,0,1,2,1,2,0,1,2,6,2,7,0,1,2,22,2,23,0,1,3,47,3,48,57329,25753,31576,23180,13906,8461,4345,204,75,2199,3601,81612,-0.2,-0.1666666666666667,-0.1428571428571428,-0.1428571428571428
Wiley Nickel,Dem,North Carolina,1975,2,White,Male,0,1,1,0,34958,NC-13,0.0164,0.004,-0.544936554405867,49,NC-13,0,0,0,0,0,0,0,0,NC-13,0,0,4,8,4,8,0,0,6,34,6,34,0,0,6,57,6,57,0,0,7,85,7,85,45369,20231,25138,22781,8077,7949,2328,226,63,1745,698,211057,0.9230769230769231,0.84,0.8518518518518519,0.8518518518518519
Jeff Jackson,Dem,North Carolina,1982,3,White,Male,0,0,1,0,17200,NC-14,-0.0554,0.004,-0.6116544103128485,42,NC-14,1,2,1,6,1,22,2,47,NC-14,1,2,0,0,1,2,1,6,1,1,2,7,1,22,1,1,2,23,2,47,1,1,3,48,18093,6911,11182,9755,2435,1615,369,78,22,482,329,141419,1,1,1,1
Kelly Armstrong,Rep,North Dakota,1976,2,White,Male,1,1,1,1,11200,ND-AL,0.1985,0.001,-0.634196765051101,48,ND-00,0,0,0,3,0,4,0,4,ND-AL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6666666666666666,0.7142857142857143,0.7142857142857143,0.7142857142857143
Greg Landsman,Dem,Ohio,1976,2,Jewish,Male,1,1,1,0,415658,OH-01,-0.0175,0.031,0.8853758537362594,48,OH-01,1,1,1,10,1,14,2,19,OH-01,1,1,1,2,2,3,1,10,1,23,2,33,1,14,1,34,2,48,2,19,2,41,4,60,73624,31648,41976,46626,9513,4016,3498,154,56,2996,4949,140249,0.5454545454545454,0.4107142857142857,0.3559322033898305,0.3559322033898305
Brad Wenstrup,Rep,Ohio,1958,2,White,Male,1,1,1,1,53825,OH-02,0.2487,0.004,-0.4740521199314317,66,OH-02,0,0,0,0,0,0,0,0,OH-02,0,0,2,5,2,5,0,0,2,43,2,43,0,0,2,63,2,63,0,0,5,78,5,78,24727,9521,15206,17945,1817,868,523,69,39,899,701,412980,0.5,0.6,0.5714285714285714,0.5714285714285714
Joyce Beatty,Dem,Ohio,1950,2,Black,Female,0,0,1,0,76200,OH-03,-0.1971,0.025,-0.3899879220533647,74,OH-03,1,0,1,0,1,0,1,0,OH-03,6,8,0,1,6,9,7,23,0,3,7,26,7,33,0,4,7,37,7,45,1,7,8,52,113522,49622,63900,59265,17654,7111,8494,270,108,4565,7315,80993,0.6,0.5,0.5,0.5
Jim Jordan,Rep,Ohio,1964,4,White,Male,1,1,1,1,75895,OH-04,0.2049,0.003,-0.3911338250858926,60,OH-04,0,0,0,0,0,0,0,0,OH-04,0,0,7,11,7,11,0,0,8,33,8,33,0,0,8,49,8,49,0,0,9,103,9,103,25741,12007,13734,19569,1771,883,412,78,19,943,487,250060,NA,NA,NA,NA
Bob Latta,Rep,Ohio,1956,2,White,Male,1,1,1,1,49435,OH-05,0.1548,0.005,-0.4905456094815865,68,OH-05,1,1,1,3,1,6,1,39,OH-05,1,1,3,12,4,13,1,3,3,79,4,82,1,6,3,121,4,127,1,39,3,154,4,193,46368,20221,26147,32015,3249,2986,760,100,36,1847,1770,125976,0.8,0.8888888888888888,0.9,0.9
Bill Johnson,Rep,Ohio,1954,4,White,Male,1,NA,1,NA,37450,OH-06,0.1611,0.004,-0.535573963071246,70,OH-06,1,4,1,4,1,5,1,6,OH-06,1,4,2,5,3,9,1,4,2,15,3,19,1,5,2,21,3,26,1,6,4,29,5,35,31286,12793,18493,23222,2032,1886,470,82,23,1023,1581,283272,0.1016949152542373,0.1147540983606557,0.1147540983606557,0.1147540983606557
Max Miller,Rep,Ohio,1988,1,Jewish,Male,1,1,1,1,1000,OH-07,0.0698,0.018,-0.6725187681061304,36,OH-07,0,0,0,1,0,1,0,4,OH-07,0,0,6,14,6,14,0,1,9,31,9,32,0,1,16,47,16,48,0,4,23,101,23,105,9608,3640,5968,6279,1573,530,205,24,6,417,274,276710,NA,0.75,0.6896551724137931,0.6896551724137931
Michael Rulli,Rep,Ohio,1969,2,White,Male,NA,NA,NA,1,14300,OH-07,0.0698,0.018,-0.6225498817696705,55,OH-07,0,0,0,1,0,1,0,4,OH-07,0,0,6,14,6,14,0,1,9,31,9,32,0,1,16,47,16,48,0,4,23,101,23,105,9608,3640,5968,6279,1573,530,205,24,6,417,274,276710,NA,NA,NA,NA
Warren Davidson,Rep,Ohio,1970,2,White,Male,1,0,0,1,6400,OH-08,0.1374,0.008,-0.6522306488417031,54,OH-08,0,1,0,3,0,5,0,8,OH-08,0,1,4,7,4,8,0,3,5,60,5,63,0,5,6,94,6,99,0,8,11,217,11,225,25310,11108,14202,18871,1936,1218,663,53,13,952,851,339150,NA,NA,NA,NA
Marcy Kaptur,Dem,Ohio,1946,0,White,Female,0,0,1,0,144450,OH-09,0.0322,0.011,-0.1335686369057416,78,OH-09,3,8,3,55,3,85,3,102,OH-09,3,8,1,4,4,12,3,55,1,23,4,78,3,85,1,36,4,121,3,102,1,79,4,181,33824,14073,19751,21019,4847,2273,787,74,97,1294,1736,100477,0.3636363636363636,0.2631578947368421,0.1153846153846154,0.1153846153846154
Mike Turner,Rep,Ohio,1960,2,White,Male,1,1,1,1,210963,OH-10,0.0412,0.008,0.1163246365451573,64,OH-10,1,1,1,18,1,26,2,27,OH-10,1,1,1,2,2,3,1,18,1,14,2,32,1,26,1,20,2,46,2,27,2,29,4,56,61870,27358,34512,38020,9395,2968,1507,296,65,2761,3804,130596,0.8260869565217391,0.6382978723404256,0.6122448979591837,0.6122448979591837
Shontel Brown,Dem,Ohio,1975,0,Black,Female,0,0,1,0,1145956,OH-11,-0.2763,0.073,3.629148617175657,49,OH-11,3,6,6,19,13,29,18,46,OH-11,3,6,1,1,4,7,6,19,1,3,7,22,13,29,1,3,14,32,18,46,2,7,20,53,50496,22274,28222,24937,8882,3958,3973,107,32,1982,4863,50938,0.6666666666666666,0.5,0.5,0.5
Troy Balderson,Rep,Ohio,1962,1,White,Male,1,1,1,1,55850,OH-12,0.1758,0.007,-0.4664440752072714,62,OH-12,0,1,0,2,0,3,1,5,OH-12,0,1,7,13,7,14,0,2,8,36,8,38,0,3,8,50,8,53,1,5,8,69,9,74,48317,19168,29149,36152,3197,2176,1186,71,36,1997,1820,316548,0.8,0.85,0.85,0.85
Emilia Sykes,Dem,Ohio,1986,0,Black,Female,0,0,1,0,225971,OH-13,0.0064,0.01,0.1727105798637731,38,OH-13,0,1,0,1,0,2,0,2,OH-13,0,1,2,5,2,6,0,1,2,7,2,8,0,2,2,8,2,10,0,2,3,13,3,15,33172,13984,19188,22084,4315,1336,1020,65,25,1522,718,82224,0.4285714285714285,0.5454545454545454,0.3846153846153846,0.3846153846153846
David Joyce,Rep,Ohio,1957,3,White,Male,NA,1,1,1,205729,OH-14,0.09449999999999999,0.016,0.09666018909515502,67,OH-14,1,1,1,2,1,2,2,3,OH-14,1,1,4,12,5,13,1,2,7,27,8,29,1,2,14,39,15,41,2,3,19,60,21,63,41330,15753,25577,28843,4107,2023,1037,78,22,1635,2269,157327,1,0.9230769230769231,0.9230769230769231,0.9230769230769231
Mike Carey,Rep,Ohio,1971,3,White,Male,1,1,1,1,47000,OH-15,0.0592,0.004,-0.499694048446194,53,OH-15,5,8,6,24,6,34,6,47,OH-15,0,0,7,11,7,11,0,1,8,46,8,47,0,1,8,67,8,68,0,2,10,85,10,87,6935,2619,4316,5091,927,267,121,18,10,249,5,299487,0.7777777777777778,0.8125,0.8125,0.8125
Kevin Hern,Rep,Oklahoma,1961,3,White,Male,1,1,1,1,55879,OK-01,0.1388,0.004,-0.4663351204927032,63,OK-01,0,2,0,5,0,6,0,7,OK-01,0,2,0,0,0,2,0,5,0,0,0,5,0,6,0,1,0,7,0,7,1,2,1,9,35762,15204,20558,15846,3548,5742,1665,2313,80,3322,1982,99191,0.8095238095238095,0.8,0.7954545454545454,0.7954545454545454
Josh Brecheen,Rep,Oklahoma,1979,0,Native American,Male,1,1,1,1,29500,OK-02,0.2889,0,-0.5654425830994307,45,OK-02,0,0,0,0,0,0,0,0,OK-02,0,0,1,11,1,11,0,0,1,34,1,34,0,0,5,70,5,70,0,0,8,97,8,97,34044,13318,20726,16234,1823,2672,535,6033,77,4555,613,426487,0.6956521739130435,0.7307692307692307,0.7037037037037037,0.7037037037037037
Frank Lucas,Rep,Oklahoma,1960,3,White,Male,1,1,1,1,11000,OK-03,0.2438,0.001,-0.6349481768757095,64,OK-03,0,0,0,0,0,1,1,2,OK-03,0,0,1,16,1,16,0,0,3,58,3,58,0,1,8,110,8,111,1,2,9,141,10,143,65147,27606,37541,37257,3690,9479,1592,3507,148,5972,2059,429006,0,0,0,0
Tom Cole,Rep,Oklahoma,1949,1,Native American,Male,1,1,1,1,648206,OK-04,0.1855,0.002,1.759072438681453,75,OK-04,0,2,0,3,2,4,2,5,OK-04,0,2,1,6,1,8,0,3,2,13,2,16,2,4,4,22,6,26,2,5,5,25,7,30,54284,23513,30771,28196,3902,7050,2293,2833,99,5501,2327,246445,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666
Stephanie Bice,Rep,Oklahoma,1973,2,Arab,Female,1,1,1,1,56224,OK-05,0.124,0.004,-0.4650389350952537,51,OK-05,1,4,1,7,1,11,1,12,OK-05,1,4,0,2,1,6,1,7,0,3,1,10,1,11,2,5,3,16,1,12,3,7,4,19,36480,14561,21919,17751,4536,5193,1689,1606,72,3166,1570,153475,0.7142857142857143,0.8181818181818182,0.8181818181818182,0.8181818181818182
Suzanne Bonamici,Dem,Oregon,1954,2,Jewish,Female,0,0,1,0,69534,OR-01,-0.1774,0.032,-0.4150324781675634,70,OR-01,1,15,4,72,7,106,8,150,OR-01,1,15,4,9,5,24,4,72,4,43,8,115,7,106,5,69,12,175,8,150,5,151,13,301,30309,11370,18939,14940,1535,5498,2826,146,212,2260,1367,164551,NA,0,0,0
Cliff Bentz,Rep,Oregon,1952,2,White,Male,1,1,1,1,7750,OR-02,0.1521,0.008,-0.6471586190255963,72,OR-02,0,0,2,6,2,7,2,8,OR-02,0,0,9,12,9,12,2,6,13,131,15,137,2,7,13,216,15,223,2,8,17,357,19,365,23043,9551,13492,12826,309,4218,636,356,178,1018,137,357983,NA,1,1,1
Earl Blumenauer,Dem,Oregon,1948,2,White,Male,0,0,0,0,69127,OR-03,-0.2218,0.024,-0.4165616012306415,76,OR-03,0,0,0,1,0,1,0,2,OR-03,0,0,4,15,4,15,0,1,9,93,9,94,0,1,13,133,13,134,0,2,14,183,14,185,14385,6479,7906,6815,769,2588,1443,94,119,948,566,123733,NA,NA,NA,NA
Val Hoyle,Dem,Oregon,1964,2,White,Female,0,0,1,0,70551,OR-04,-0.0405,0.008,-0.4112115490394296,60,OR-04,1,7,1,30,1,51,1,120,OR-04,1,7,5,18,6,25,1,30,14,145,15,175,1,51,17,231,18,282,1,120,20,333,21,453,73995,34462,39533,45504,1768,10500,4825,565,271,5638,3221,139348,0.3333333333333333,0.25,0.4,0.4
Lori Chavez-DeRemer,Rep,Oregon,1968,2,Hispanic,Female,1,1,1,1,167803,OR-05,-0.0182,0.012,-0.04583003520533956,56,OR-05,3,0,3,8,3,10,3,10,OR-05,3,0,2,24,5,24,3,8,7,112,10,120,3,10,10,170,13,180,3,10,11,292,14,302,41300,18054,23246,22941,1520,7911,2299,315,192,2519,395,163910,0.6666666666666666,0.7142857142857143,0.7333333333333333,0.7333333333333333
Andrea Salinas,Dem,Oregon,1969,1,Hispanic,Female,0,0,1,0,254052,OR-06,-0.0406,0.016,0.2782125570979183,55,OR-06,0,2,0,3,0,5,0,12,OR-06,0,2,5,22,5,24,0,3,8,110,8,113,0,5,11,167,11,172,0,12,12,280,12,292,22178,8855,13323,12736,498,5454,750,263,192,1252,171,145604,0.3333333333333333,-0.2,-0.2,-0.2
Brian Fitzpatrick,Rep,Pennsylvania,1973,0,White,Male,1,1,1,1,55978,PA-01,0.0013,0.063,-0.4659631716395221,51,PA-01,0,0,0,1,0,1,1,2,PA-01,0,0,9,4,9,4,0,1,13,23,13,24,0,1,42,38,42,39,1,2,52,74,53,76,12185,5189,6996,7393,1605,1535,573,39,7,434,90,166703,NA,NA,NA,NA
Brendan Boyle,Dem,Pennsylvania,1977,1,White,Male,0,0,1,0,401878,PA-02,-0.2046,0.034,0.8336035790207392,47,PA-02,0,0,0,0,0,0,0,0,PA-02,0,0,13,21,13,21,0,0,22,93,22,93,0,0,53,148,53,148,0,0,76,219,76,219,42817,16818,25999,18063,7710,4627,5931,67,38,1680,2511,178440,-0.1111111111111111,-0.1111111111111111,-0.1111111111111111,-0.1111111111111111
Dwight Evans,Dem,Pennsylvania,1954,0,Black,Male,0,0,1,NA,29750,PA-03,-0.3899,0.069,-0.5645033183186702,70,PA-03,11,21,20,85,35,132,53,190,PA-03,11,21,5,2,16,23,20,85,5,18,25,103,35,132,22,37,57,169,53,190,28,104,81,294,80906,33438,47468,27656,12844,8165,12758,103,64,3077,10241,166578,NA,0,-0.25,-0.25
Madeleine Dean,Dem,Pennsylvania,1959,3,White,Female,0,0,1,0,59930,PA-04,-0.0701,0.071,-0.4511152739852597,65,PA-04,1,0,1,2,9,3,12,5,PA-04,1,0,18,26,19,26,1,2,27,106,28,108,9,3,54,173,63,176,12,5,76,290,88,295,31482,12652,18830,17782,4129,3444,2294,57,30,1363,769,281338,NA,NA,-1,-1
Mary Gay Scanlon,Dem,Pennsylvania,1959,3,White,Female,NA,0,1,0,54272,PA-05,-0.1397,0.059,-0.4723727145034319,65,PA-05,3,2,3,12,4,24,6,80,PA-05,3,2,19,25,22,27,3,12,28,100,31,112,4,24,66,167,70,191,6,80,91,248,97,328,50498,21983,28515,24298,10205,4736,2990,96,57,1981,1493,266594,0.25,0.1428571428571428,0.1428571428571428,0.1428571428571428
Chrissy Houlahan,Dem,Pennsylvania,1967,2,White,Female,0,0,1,0,115311,PA-06,-0.0476,0.032,-0.2430455826920653,57,PA-06,3,2,3,4,3,8,3,9,PA-06,3,2,8,4,11,6,3,4,8,25,11,29,3,8,17,62,20,70,3,9,24,141,27,150,35976,14733,21243,21278,5089,5715,1026,47,23,1481,469,204448,0.3636363636363636,0.3333333333333333,0.375,0.375
Susan Wild,Dem,Pennsylvania,1957,2,Jewish,Female,0,0,1,0,403947,PA-07,0.0212,0.016,0.8413769343463133,67,PA-07,1,1,1,4,12,7,13,8,PA-07,1,1,3,2,4,3,1,4,4,13,5,17,12,7,22,19,34,26,13,8,27,25,40,33,37204,14767,22437,19980,2989,7558,1771,101,31,1245,1396,107093,NA,NA,-0.5,-0.5
Matt Cartwright,Dem,Pennsylvania,1961,2,White,Male,0,1,1,0,340134,PA-08,0.0412,0.012,0.601627720527628,63,PA-08,1,2,1,9,2,13,2,16,PA-08,1,2,19,15,20,17,1,9,32,63,33,72,2,13,94,105,96,118,2,16,103,172,105,188,32383,12600,19783,20434,3163,4646,1052,65,29,911,583,223552,NA,NA,NA,NA
Dan Meuser,Rep,Pennsylvania,1964,3,White,Male,1,1,1,1,11543,PA-09,0.2103,0.003,-0.6329080937718976,60,PA-09,0,0,0,0,0,1,0,1,PA-09,0,0,19,21,19,21,0,0,22,75,22,75,0,1,57,146,57,147,0,1,66,227,66,228,21752,9826,11926,17097,1261,1661,304,56,25,456,151,396351,NA,0.6666666666666666,0.6666666666666666,0.6666666666666666
Scott Perry,Rep,Pennsylvania,1962,2,Hispanic,Male,1,1,0,1,176200,PA-10,0.04849999999999999,0.013,-0.01428200974915507,62,PA-10,2,2,4,13,11,26,12,41,PA-10,2,2,1,2,3,4,4,13,1,15,5,28,11,26,1,40,12,66,12,41,2,61,14,102,32537,13639,18898,17957,2874,3439,1827,61,20,1254,4257,65391,NA,NA,NA,NA
